teste;name;type;Str;Dex;Int;Faith;Luck;Physical;Magic;Fire;Lightning;Dark
;Simple Dark Sword;Straight Sword;72.8;39;120.4;0;0;105;120;0;0;0
;Crystal Dark Sword;Straight Sword;56;30;141.9;0;0;99;136;0;0;0
;Fire Dark Sword;Straight Sword;0;0;0;0;0;173;0;173;0;0
;Chaos Dark Sword;Straight Sword;67.2;36;94.6;94.6;0;105;0;136;0;0
;Lightning Dark Sword;Straight Sword;56;30;0;141.9;0;99;0;0;136;0
;Deep Dark Sword;Straight Sword;0;0;0;0;0;173;0;0;0;173
;Dark Dark Sword;Straight Sword;67.2;36;94.6;94.6;0;105;0;0;0;136
;Poison Dark Sword;Straight Sword;78.4;42;0;0;0;170;0;0;0;0
;Blood Dark Sword;Straight Sword;78.4;42;0;0;0;170;0;0;0;0
;Raw Dark Sword;Straight Sword;0;0;0;0;0;275;0;0;0;0
;Blessed Dark Sword;Straight Sword;61.6;33;0;111.8;0;136;0;0;0;0
;Hollow Dark Sword;Straight Sword;78.4;42;0;0;39;209;0;0;0;0
;Black Knight Sword;Greatsword;57.4;49;0;0;0;302;0;0;0;0
;Lorian's Greatsword;Ultra Greatsword;64.4;42;43.4;43.4;0;276;0;144;0;0
;Twin Princes' Greatsword;Greatsword;43.4;42;36.4;36.4;0;230;0;152;0;0
;Lothric's Holy Sword;Straight Sword;46.2;63;0;18.2;0;196;0;0;0;0
;Wolnir's Holy Sword;Greatsword;51.8;14;0;51.8;0;276;0;0;0;0
;Wolf Knight's Greatsword;Greatsword;79.8;61.6;0;0;0;254;0;0;0;0
;Hollowslayer Greatsword;Greatsword;49;78.4;0;0;0;264;0;0;0;0
;Moonlight Greatsword;Greatsword;18.2;0;100.8;0;0;126;238;0;0;0
;Drakeblood Greatsword;Greatsword;42;42;0;0;0;178;142;0;142;0
;Heavy Drakeblood Greatsword;Greatsword;84;0;0;0;0;164.65;142;0;142;0
;Sharp Drakeblood Greatsword;Greatsword;33;72;0;0;0;164.65;142;0;142;0
;Refined Drakeblood Greatsword;Greatsword;64;64;0;0;0;160.2;142;0;142;0
;Simple Drakeblood Greatsword;Greatsword;39;39;84;0;0;89;161;0;71;0
;Crystal Drakeblood Greatsword;Greatsword;30;30;99;0;0;84.55;182;0;71;0
;Fire Drakeblood Greatsword;Greatsword;0;0;0;0;0;146.85;71;146.85;71;0
;Chaos Drakeblood Greatsword;Greatsword;36;36;66;66;0;89;71;115.7;71;0
;Lightning Drakeblood Greatsword;Greatsword;30;30;0;99;0;84.55;71;0;182;0
;Deep Drakeblood Greatsword;Greatsword;0;0;0;0;0;146.85;71;0;71;146.85
;Dark Drakeblood Greatsword;Greatsword;36;36;66;66;0;89;71;0;71;115.7
;Poison Drakeblood Greatsword;Greatsword;42;42;0;0;0;137.95;110.05;0;110.05;0
;Blood Drakeblood Greatsword;Greatsword;42;42;0;0;0;137.95;110.05;0;110.05;0
;Raw Drakeblood Greatsword;Greatsword;0;0;0;0;0;222.5;142;0;142;0
;Blessed Drakeblood Greatsword;Greatsword;33;33;0;78;0;115.7;92.3;0;92.3;0
;Hollow Drakeblood Greatsword;Greatsword;42;42;0;0;24;169.1;134.9;0;134.9;0
;Firelink Greatsword;Greatsword;43.4;40.6;0;0;0;234;0;162;0;0
;Fume Ultra Greatsword;Ultra Greatsword;148.4;7;0;0;0;260;0;0;0;0
;Old Wolf Curved Sword;Curved Greatsword;29.4;100.8;0;0;0;244;0;0;0;0
;Storm Ruler;Greatsword;56;42;0;0;0;260;0;0;0;0
;Hand Axe;Axe;63;49;0;0;0;220;0;0;0;0
;Heavy Hand Axe;Axe;94.5;0;0;0;0;203.5;0;0;0;0
;Sharp Hand Axe;Axe;49.5;73.5;0;0;0;203.5;0;0;0;0
;Refined Hand Axe;Axe;81;81;0;0;0;192.5;0;0;0;0
;Simple Hand Axe;Axe;58.5;45.5;112;0;0;110;126.5;0;0;0
;Crystal Hand Axe;Axe;45;35;132;0;0;104.5;143;0;0;0
;Fire Hand Axe;Axe;0;0;0;0;0;181.5;0;181.5;0;0
;Chaos Hand Axe;Axe;54;42;88;88;0;110;0;143;0;0
;Lightning Hand Axe;Axe;45;35;0;132;0;104.5;0;0;143;0
;Deep Hand Axe;Axe;0;0;0;0;0;181.5;0;0;0;181.5
;Dark Hand Axe;Axe;54;42;88;88;0;110;0;0;0;143
;Poison Hand Axe;Axe;63;49;0;0;0;170.5;0;0;0;0
;Blood Hand Axe;Axe;63;49;0;0;0;170.5;0;0;0;0
;Raw Hand Axe;Axe;0;0;0;0;0;275;0;0;0;0
;Blessed Hand Axe;Axe;49.5;38.5;0;104;0;143;0;0;0;0
;Hollow Hand Axe;Axe;63;49;0;0;31.5;209;0;0;0;0
;Battle Axe;Axe;63;35;0;0;0;250;0;0;0;0
;Heavy Battle Axe;Axe;94.5;0;0;0;0;231.25;0;0;0;0
;Sharp Battle Axe;Axe;49.5;52.5;0;0;0;231.25;0;0;0;0
;Refined Battle Axe;Axe;72;72;0;0;0;218.75;0;0;0;0
;Simple Battle Axe;Axe;58.5;32.5;98;0;0;115;132.25;0;0;0
;Crystal Battle Axe;Axe;45;25;115.5;0;0;109.25;149.5;0;0;0
;Fire Battle Axe;Axe;0;0;0;0;0;189.75;0;189.75;0;0
;Chaos Battle Axe;Axe;54;30;77;77;0;115;0;149.5;0;0
;Lightning Battle Axe;Axe;45;25;0;115.5;0;109.25;0;0;149.5;0
;Deep Battle Axe;Axe;0;0;0;0;0;189.75;0;0;0;189.75
;Dark Battle Axe;Axe;54;30;77;77;0;115;0;0;0;149.5
;Poison Battle Axe;Axe;63;35;0;0;0;193.75;0;0;0;0
;Blood Battle Axe;Axe;63;35;0;0;0;193.75;0;0;0;0
;Raw Battle Axe;Axe;0;0;0;0;0;312.5;0;0;0;0
;Blessed Battle Axe;Axe;49.5;27.5;0;91;0;149.5;0;0;0;0
;Hollow Battle Axe;Axe;63;35;0;0;25.5;237.5;0;0;0;0
;Brigand Axe;Axe;63;36.4;0;0;0;248;0;0;0;0
;Heavy Brigand Axe;Axe;94.5;0;0;0;0;229.4;0;0;0;0
;Sharp Brigand Axe;Axe;49.5;54.6;0;0;0;229.4;0;0;0;0
;Refined Brigand Axe;Axe;72;72;0;0;0;217;0;0;0;0
;Simple Brigand Axe;Axe;58.5;33.8;99.4;0;0;114;131.1;0;0;0
;Crystal Brigand Axe;Axe;45;26;117.15;0;0;108.3;148.2;0;0;0
;Fire Brigand Axe;Axe;0;0;0;0;0;188.1;0;188.1;0;0
;Chaos Brigand Axe;Axe;54;31.2;78.1;78.1;0;114;0;148.2;0;0
;Lightning Brigand Axe;Axe;45;26;0;117.15;0;108.3;0;0;148.2;0
;Deep Brigand Axe;Axe;0;0;0;0;0;188.1;0;0;0;188.1
;Dark Brigand Axe;Axe;54;31.2;78.1;78.1;0;114;0;0;0;148.2
;Poison Brigand Axe;Axe;63;36.4;0;0;0;192.2;0;0;0;0
;Blood Brigand Axe;Axe;63;36.4;0;0;0;192.2;0;0;0;0
;Raw Brigand Axe;Axe;0;0;0;0;0;310;0;0;0;0
;Blessed Brigand Axe;Axe;49.5;28.6;0;92.3;0;148.2;0;0;0;0
;Hollow Brigand Axe;Axe;63;36.4;0;0;25.5;235.6;0;0;0;0
;Crescent Axe;Halberd;49;57.4;0;0;0;238;0;0;0;0
;Heavy Crescent Axe;Halberd;86.1;0;0;0;0;220.15;0;0;0;0
;Sharp Crescent Axe;Halberd;24.2;75.6;0;0;0;220.15;0;0;0;0
;Refined Crescent Axe;Halberd;76.8;76.8;0;0;0;214.2;0;0;0;0
;Simple Crescent Axe;Halberd;45.5;53.3;106.4;0;0;109;125.35;0;0;0
;Crystal Crescent Axe;Halberd;35;41;125.4;0;0;103.55;141.7;0;0;0
;Fire Crescent Axe;Halberd;0;0;0;0;0;179.85;0;179.85;0;0
;Chaos Crescent Axe;Halberd;42;49.2;83.6;83.6;0;109;0;141.7;0;0
;Lightning Crescent Axe;Halberd;35;41;0;125.4;0;103.55;0;0;141.7;0
;Deep Crescent Axe;Halberd;0;0;0;0;0;179.85;0;0;0;179.85
;Dark Crescent Axe;Halberd;42;49.2;83.6;83.6;0;109;0;0;0;141.7
;Poison Crescent Axe;Halberd;49;57.4;0;0;0;184.45;0;0;0;0
;Blood Crescent Axe;Halberd;49;57.4;0;0;0;184.45;0;0;0;0
;Raw Crescent Axe;Halberd;0;0;0;0;0;297.5;0;0;0;0
;Blessed Crescent Axe;Halberd;38.5;45.1;0;98.8;0;141.7;0;0;0;0
;Hollow Crescent Axe;Halberd;49;57.4;0;0;31.5;226.1;0;0;0;0
;Greataxe;Greataxe;64.4;19.6;0;0;0;376;0;0;0;0
;Heavy Greataxe;Greataxe;96.6;0;0;0;0;347.8;0;0;0;0
;Sharp Greataxe;Greataxe;34.1;69.6;0;0;0;347.8;0;0;0;0
;Refined Greataxe;Greataxe;63;63;0;0;0;329;0;0;0;0
;Simple Greataxe;Greataxe;59.8;18.2;84;0;0;153;175.95;0;0;0
;Crystal Greataxe;Greataxe;46;14;99;0;0;145.35;198.9;0;0;0
;Fire Greataxe;Greataxe;0;0;0;0;0;252.45;0;252.45;0;0
;Chaos Greataxe;Greataxe;55.2;16.8;66;66;0;153;0;198.9;0;0
;Lightning Greataxe;Greataxe;46;14;0;99;0;145.35;0;0;198.9;0
;Deep Greataxe;Greataxe;0;0;0;0;0;252.45;0;0;0;252.45
;Dark Greataxe;Greataxe;55.2;16.8;66;66;0;153;0;0;0;198.9
;Poison Greataxe;Greataxe;64.4;19.6;0;0;0;291.4;0;0;0;0
;Blood Greataxe;Greataxe;64.4;19.6;0;0;0;291.4;0;0;0;0
;Raw Greataxe;Greataxe;0;0;0;0;0;470;0;0;0;0
;Blessed Greataxe;Greataxe;50.6;15.4;0;78;0;198.9;0;0;0;0
;Hollow Greataxe;Greataxe;64.4;19.6;0;0;21;357.2;0;0;0;0
;Butcher Knife;Axe;145.6;0;0;0;0;190;0;0;0;0
;Dragonslayer's Axe;Axe;36.4;11.2;0;0;0;210;0;0;210;0
;Heavy Dragonslayer's Axe;Axe;54.6;0;0;0;0;194.25;0;0;210;0
;Sharp Dragonslayer's Axe;Axe;12.1;55.2;0;0;0;194.25;0;0;210;0
;Refined Dragonslayer's Axe;Axe;39.6;39.6;0;0;0;183.75;0;0;210;0
;Simple Dragonslayer's Axe;Axe;33.8;10.4;47.6;0;0;105;120.75;0;105;0
;Crystal Dragonslayer's Axe;Axe;26;8;56.1;0;0;99.75;136.5;0;105;0
;Fire Dragonslayer's Axe;Axe;0;0;0;0;0;173.25;0;173.25;105;0
;Chaos Dragonslayer's Axe;Axe;31.2;9.6;37.4;37.4;0;105;0;136.5;105;0
;Lightning Dragonslayer's Axe;Axe;26;8;0;56.1;0;99.75;0;0;234;0
;Deep Dragonslayer's Axe;Axe;0;0;0;0;0;173.25;0;0;105;173.25
;Dark Dragonslayer's Axe;Axe;31.2;9.6;37.4;37.4;0;105;0;0;105;136.5
;Poison Dragonslayer's Axe;Axe;36.4;11.2;0;0;0;162.75;0;0;162.75;0
;Blood Dragonslayer's Axe;Axe;36.4;11.2;0;0;0;162.75;0;0;162.75;0
;Raw Dragonslayer's Axe;Axe;0;0;0;0;0;262.5;0;0;210;0
;Blessed Dragonslayer's Axe;Axe;28.6;8.8;0;44.2;0;136.5;0;0;136.5;0
;Hollow Dragonslayer's Axe;Axe;36.4;11.2;0;0;12;199.5;0;0;199.5;0
;Thrall Axe;Axe;60.2;53.2;0;0;0;208;0;0;0;0
;Heavy Thrall Axe;Axe;90.3;0;0;0;0;192.4;0;0;0;0
;Sharp Thrall Axe;Axe;47.3;79.8;0;0;0;192.4;0;0;0;0
;Refined Thrall Axe;Axe;81;81;0;0;0;182;0;0;0;0
;Simple Thrall Axe;Axe;55.9;49.4;113.4;0;0;104;119.6;0;0;0
;Crystal Thrall Axe;Axe;43;38;133.65;0;0;98.8;135.2;0;0;0
;Fire Thrall Axe;Axe;0;0;0;0;0;171.6;0;171.6;0;0
;Chaos Thrall Axe;Axe;51.6;45.6;89.1;89.1;0;104;0;135.2;0;0
;Lightning Thrall Axe;Axe;43;38;0;133.65;0;98.8;0;0;135.2;0
;Deep Thrall Axe;Axe;0;0;0;0;0;171.6;0;0;0;171.6
;Dark Thrall Axe;Axe;51.6;45.6;89.1;89.1;0;104;0;0;0;135.2
;Poison Thrall Axe;Axe;60.2;53.2;0;0;0;161.2;0;0;0;0
;Blood Thrall Axe;Axe;60.2;53.2;0;0;0;161.2;0;0;0;0
;Raw Thrall Axe;Axe;0;0;0;0;0;260;0;0;0;0
;Blessed Thrall Axe;Axe;47.3;41.8;0;105.3;0;135.2;0;0;0;0
;Hollow Thrall Axe;Axe;60.2;53.2;0;0;31.5;197.6;0;0;0;0
;Dragonslayer Greataxe;Greataxe;58.8;18.2;0;50.4;0;364;0;0;136;0
;Demon's Greataxe;Greataxe;84;19.6;35;35;0;286;0;160;0;0
;Eleonora;Axe;43.4;21;0;0;0;284;0;0;0;0
;Man Serpent Hatchet;Axe;63;35;0;0;0;250;0;0;0;0
;Heavy Man Serpent Hatchet;Axe;94.5;0;0;0;0;231.25;0;0;0;0
;Sharp Man Serpent Hatchet;Axe;49.5;52.5;0;0;0;231.25;0;0;0;0
;Refined Man Serpent Hatchet;Axe;72;72;0;0;0;218.75;0;0;0;0
;Simple Man Serpent Hatchet;Axe;58.5;32.5;98;0;0;115;132.25;0;0;0
;Crystal Man Serpent Hatchet;Axe;45;25;115.5;0;0;109.25;149.5;0;0;0
;Fire Man Serpent Hatchet;Axe;0;0;0;0;0;189.75;0;189.75;0;0
;Chaos Man Serpent Hatchet;Axe;54;30;77;77;0;115;0;149.5;0;0
;Lightning Man Serpent Hatchet;Axe;45;25;0;115.5;0;109.25;0;0;149.5;0
;Deep Man Serpent Hatchet;Axe;0;0;0;0;0;189.75;0;0;0;189.75
;Dark Man Serpent Hatchet;Axe;54;30;77;77;0;115;0;0;0;149.5
;Poison Man Serpent Hatchet;Axe;63;35;0;0;0;193.75;0;0;0;0
;Blood Man Serpent Hatchet;Axe;63;35;0;0;0;193.75;0;0;0;0
;Raw Man Serpent Hatchet;Axe;0;0;0;0;0;312.5;0;0;0;0
;Blessed Man Serpent Hatchet;Axe;49.5;27.5;0;91;0;149.5;0;0;0;0
;Hollow Man Serpent Hatchet;Axe;63;35;0;0;25.5;237.5;0;0;0;0
;Club;Hammer;91;0;0;0;0;216;0;0;0;0
;Heavy Club;Hammer;123.5;0;0;0;0;199.8;0;0;0;0
;Sharp Club;Hammer;14.3;108;0;0;0;199.8;0;0;0;0
;Refined Club;Hammer;65;65;0;0;0;199.8;0;0;0;0
;Simple Club;Hammer;84.5;0;91;0;0;108;124.2;0;0;0
;Crystal Club;Hammer;65;0;107.25;0;0;102.6;140.4;0;0;0
;Fire Club;Hammer;0;0;0;0;0;178.2;0;178.2;0;0
;Chaos Club;Hammer;78;0;71.5;71.5;0;108;0;140.4;0;0
;Lightning Club;Hammer;65;0;0;107.25;0;102.6;0;0;140.4;0
;Deep Club;Hammer;0;0;0;0;0;178.2;0;0;0;178.2
;Dark Club;Hammer;78;0;71.5;71.5;0;108;0;0;0;140.4
;Poison Club;Hammer;91;0;0;0;0;167.4;0;0;0;0
;Blood Club;Hammer;91;0;0;0;0;167.4;0;0;0;0
;Raw Club;Hammer;0;0;0;0;0;270;0;0;0;0
;Blessed Club;Hammer;71.5;0;0;84.5;0;140.4;0;0;0;0
;Hollow Club;Hammer;91;0;0;0;19.5;205.2;0;0;0;0
;Mace;Hammer;77;21;0;0;0;230;0;0;0;0
;Heavy Mace;Hammer;115.5;0;0;0;0;212.75;0;0;0;0
;Sharp Mace;Hammer;33;96;0;0;0;212.75;0;0;0;0
;Refined Mace;Hammer;90;90;0;0;0;201.25;0;0;0;0
;Simple Mace;Hammer;71.5;19.5;98;0;0;110;126.5;0;0;0
;Crystal Mace;Hammer;55;15;115.5;0;0;104.5;143;0;0;0
;Fire Mace;Hammer;0;0;0;0;0;181.5;0;181.5;0;0
;Chaos Mace;Hammer;66;18;77;77;0;110;0;143;0;0
;Lightning Mace;Hammer;55;15;0;115.5;0;104.5;0;0;143;0
;Deep Mace;Hammer;0;0;0;0;0;181.5;0;0;0;181.5
;Dark Mace;Hammer;66;18;77;77;0;110;0;0;0;143
;Poison Mace;Hammer;77;21;0;0;0;178.25;0;0;0;0
;Blood Mace;Hammer;77;21;0;0;0;178.25;0;0;0;0
;Raw Mace;Hammer;0;0;0;0;0;287.5;0;0;0;0
;Blessed Mace;Hammer;60.5;16.5;0;91;0;143;0;0;0;0
;Hollow Mace;Hammer;77;21;0;0;24;218.5;0;0;0;0
;Morning Star;Hammer;56;15.4;0;0;0;244;0;0;0;0
;Heavy Morning Star;Hammer;84;0;0;0;0;225.7;0;0;0;0
;Sharp Morning Star;Hammer;16.5;86.4;0;0;0;225.7;0;0;0;0
;Refined Morning Star;Hammer;72;72;0;0;0;213.5;0;0;0;0
;Simple Morning Star;Hammer;52;14.3;71.4;0;0;107;123.05;0;0;0
;Crystal Morning Star;Hammer;40;11;84.15;0;0;101.65;139.1;0;0;0
;Fire Morning Star;Hammer;0;0;0;0;0;176.55;0;176.55;0;0
;Chaos Morning Star;Hammer;48;13.2;56.1;56.1;0;107;0;139.1;0;0
;Lightning Morning Star;Hammer;40;11;0;84.15;0;101.65;0;0;139.1;0
;Deep Morning Star;Hammer;0;0;0;0;0;176.55;0;0;0;176.55
;Dark Morning Star;Hammer;48;13.2;56.1;56.1;0;107;0;0;0;139.1
;Poison Morning Star;Hammer;56;15.4;0;0;0;189.1;0;0;0;0
;Blood Morning Star;Hammer;56;15.4;0;0;0;189.1;0;0;0;0
;Raw Morning Star;Hammer;0;0;0;0;0;305;0;0;0;0
;Blessed Morning Star;Hammer;44;12.1;0;66.3;0;139.1;0;0;0;0
;Hollow Morning Star;Hammer;56;15.4;0;0;16.5;231.8;0;0;0;0
;Reinforced Club;Hammer;92.4;0;0;0;0;220;0;0;0;0
;Heavy Reinforced Club;Hammer;125.4;0;0;0;0;203.5;0;0;0;0
;Sharp Reinforced Club;Hammer;14.3;110.4;0;0;0;203.5;0;0;0;0
;Refined Reinforced Club;Hammer;65;65;0;0;0;203.5;0;0;0;0
;Simple Reinforced Club;Hammer;85.8;0;92.4;0;0;110;126.5;0;0;0
;Crystal Reinforced Club;Hammer;66;0;108.9;0;0;104.5;143;0;0;0
;Fire Reinforced Club;Hammer;0;0;0;0;0;181.5;0;181.5;0;0
;Chaos Reinforced Club;Hammer;79.2;0;72.6;72.6;0;110;0;143;0;0
;Lightning Reinforced Club;Hammer;66;0;0;108.9;0;104.5;0;0;143;0
;Deep Reinforced Club;Hammer;0;0;0;0;0;181.5;0;0;0;181.5
;Dark Reinforced Club;Hammer;79.2;0;72.6;72.6;0;110;0;0;0;143
;Poison Reinforced Club;Hammer;92.4;0;0;0;0;170.5;0;0;0;0
;Blood Reinforced Club;Hammer;92.4;0;0;0;0;170.5;0;0;0;0
;Raw Reinforced Club;Hammer;0;0;0;0;0;275;0;0;0;0
;Blessed Reinforced Club;Hammer;72.6;0;0;85.8;0;143;0;0;0;0
;Hollow Reinforced Club;Hammer;92.4;0;0;0;21;209;0;0;0;0
;Large Club;Great Hammer;81.2;0;0;0;0;296;0;0;0;0
;Heavy Large Club;Great Hammer;110.2;0;0;0;0;273.8;0;0;0;0
;Sharp Large Club;Great Hammer;12.1;96;0;0;0;273.8;0;0;0;0
;Refined Large Club;Great Hammer;57.5;57.5;0;0;0;273.8;0;0;0;0
;Simple Large Club;Great Hammer;75.4;0;81.2;0;0;138;158.7;0;0;0
;Crystal Large Club;Great Hammer;58;0;95.7;0;0;131.1;179.4;0;0;0
;Fire Large Club;Great Hammer;0;0;0;0;0;227.7;0;227.7;0;0
;Chaos Large Club;Great Hammer;69.6;0;63.8;63.8;0;138;0;179.4;0;0
;Lightning Large Club;Great Hammer;58;0;0;95.7;0;131.1;0;0;179.4;0
;Deep Large Club;Great Hammer;0;0;0;0;0;227.7;0;0;0;227.7
;Dark Large Club;Great Hammer;69.6;0;63.8;63.8;0;138;0;0;0;179.4
;Poison Large Club;Great Hammer;81.2;0;0;0;0;229.4;0;0;0;0
;Blood Large Club;Great Hammer;81.2;0;0;0;0;229.4;0;0;0;0
;Raw Large Club;Great Hammer;0;0;0;0;0;370;0;0;0;0
;Blessed Large Club;Great Hammer;63.8;0;0;75.4;0;179.4;0;0;0;0
;Hollow Large Club;Great Hammer;81.2;0;0;0;18;281.2;0;0;0;0
;Great Club;Great Hammer;93.8;0;0;0;0;304;0;0;0;0
;Heavy Great Club;Great Hammer;127.3;0;0;0;0;281.2;0;0;0;0
;Sharp Great Club;Great Hammer;14.3;110.4;0;0;0;281.2;0;0;0;0
;Refined Great Club;Great Hammer;66.25;66.25;0;0;0;281.2;0;0;0;0
;Simple Great Club;Great Hammer;87.1;0;93.8;0;0;142;163.3;0;0;0
;Crystal Great Club;Great Hammer;67;0;110.55;0;0;134.9;184.6;0;0;0
;Fire Great Club;Great Hammer;0;0;0;0;0;234.3;0;234.3;0;0
;Chaos Great Club;Great Hammer;80.4;0;73.7;73.7;0;142;0;184.6;0;0
;Lightning Great Club;Great Hammer;67;0;0;110.55;0;134.9;0;0;184.6;0
;Deep Great Club;Great Hammer;0;0;0;0;0;234.3;0;0;0;234.3
;Dark Great Club;Great Hammer;80.4;0;73.7;73.7;0;142;0;0;0;184.6
;Poison Great Club;Great Hammer;93.8;0;0;0;0;235.6;0;0;0;0
;Blood Great Club;Great Hammer;93.8;0;0;0;0;235.6;0;0;0;0
;Raw Great Club;Great Hammer;0;0;0;0;0;380;0;0;0;0
;Blessed Great Club;Great Hammer;73.7;0;0;87.1;0;184.6;0;0;0;0
;Hollow Great Club;Great Hammer;93.8;0;0;0;21;288.8;0;0;0;0
;Great Mace;Great Hammer;56;0;0;0;0;346;0;0;0;0
;Heavy Great Mace;Great Hammer;76;0;0;0;0;320.05;0;0;0;0
;Sharp Great Mace;Great Hammer;8.8;67.2;0;0;0;320.05;0;0;0;0
;Refined Great Mace;Great Hammer;40;40;0;0;0;320.05;0;0;0;0
;Simple Great Mace;Great Hammer;52;0;56;0;0;143;164.45;0;0;0
;Crystal Great Mace;Great Hammer;40;0;66;0;0;135.85;185.9;0;0;0
;Fire Great Mace;Great Hammer;0;0;0;0;0;235.95;0;235.95;0;0
;Chaos Great Mace;Great Hammer;48;0;44;44;0;143;0;185.9;0;0
;Lightning Great Mace;Great Hammer;40;0;0;66;0;135.85;0;0;185.9;0
;Deep Great Mace;Great Hammer;0;0;0;0;0;235.95;0;0;0;235.95
;Dark Great Mace;Great Hammer;48;0;44;44;0;143;0;0;0;185.9
;Poison Great Mace;Great Hammer;56;0;0;0;0;268.15;0;0;0;0
;Blood Great Mace;Great Hammer;56;0;0;0;0;268.15;0;0;0;0
;Raw Great Mace;Great Hammer;0;0;0;0;0;432.5;0;0;0;0
;Blessed Great Mace;Great Hammer;44;0;0;52;0;185.9;0;0;0;0
;Hollow Great Mace;Great Hammer;56;0;0;0;12;328.7;0;0;0;0
;Great Wooden Hammer;Great Hammer;85.4;0;0;0;0;206;0;0;0;0
;Heavy Great Wooden Hammer;Great Hammer;115.9;0;0;0;0;190.55;0;0;0;0
;Sharp Great Wooden Hammer;Great Hammer;13.2;100.8;0;0;0;190.55;0;0;0;0
;Refined Great Wooden Hammer;Great Hammer;60;60;0;0;0;190.55;0;0;0;0
;Simple Great Wooden Hammer;Great Hammer;79.3;0;85.4;0;0;103;118.45;0;0;0
;Crystal Great Wooden Hammer;Great Hammer;61;0;100.65;0;0;97.85;133.9;0;0;0
;Fire Great Wooden Hammer;Great Hammer;0;0;0;0;0;169.95;0;169.95;0;0
;Chaos Great Wooden Hammer;Great Hammer;73.2;0;67.1;67.1;0;103;0;133.9;0;0
;Lightning Great Wooden Hammer;Great Hammer;61;0;0;100.65;0;97.85;0;0;133.9;0
;Deep Great Wooden Hammer;Great Hammer;0;0;0;0;0;169.95;0;0;0;169.95
;Dark Great Wooden Hammer;Great Hammer;73.2;0;67.1;67.1;0;103;0;0;0;133.9
;Poison Great Wooden Hammer;Great Hammer;85.4;0;0;0;0;159.65;0;0;0;0
;Blood Great Wooden Hammer;Great Hammer;85.4;0;0;0;0;159.65;0;0;0;0
;Raw Great Wooden Hammer;Great Hammer;0;0;0;0;0;257.5;0;0;0;0
;Blessed Great Wooden Hammer;Great Hammer;67.1;0;0;79.3;0;133.9;0;0;0;0
;Hollow Great Wooden Hammer;Great Hammer;85.4;0;0;0;19.5;195.7;0;0;0;0
;Gargoyle Flame Hammer;Great Hammer;70;0;28;28;0;244;0;200;0;0
;Vordt's Great Hammer;Great Hammer;85.4;0;0;0;0;320;0;0;0;0
;Old King's Great Hammer;Great Hammer;58.8;0;50.4;50.4;0;328;0;126;0;0
;Heysel Pick;Hammer;43.4;14;120.4;0;0;162;122;0;0;0
;Warpick;Hammer;75.6;22.4;0;0;0;226;0;0;0;0
;Heavy Warpick;Hammer;113.4;0;0;0;0;209.05;0;0;0;0
;Sharp Warpick;Hammer;31.9;98.4;0;0;0;209.05;0;0;0;0
;Refined Warpick;Hammer;90;90;0;0;0;197.75;0;0;0;0
;Simple Warpick;Hammer;70.2;20.8;98;0;0;113;129.95;0;0;0
;Crystal Warpick;Hammer;54;16;115.5;0;0;107.35;146.9;0;0;0
;Fire Warpick;Hammer;0;0;0;0;0;186.45;0;186.45;0;0
;Chaos Warpick;Hammer;64.8;19.2;77;77;0;113;0;146.9;0;0
;Lightning Warpick;Hammer;54;16;0;115.5;0;107.35;0;0;146.9;0
;Deep Warpick;Hammer;0;0;0;0;0;186.45;0;0;0;186.45
;Dark Warpick;Hammer;64.8;19.2;77;77;0;113;0;0;0;146.9
;Poison Warpick;Hammer;75.6;22.4;0;0;0;175.15;0;0;0;0
;Blood Warpick;Hammer;75.6;22.4;0;0;0;175.15;0;0;0;0
;Raw Warpick;Hammer;0;0;0;0;0;282.5;0;0;0;0
;Blessed Warpick;Hammer;59.4;17.6;0;91;0;146.9;0;0;0;0
;Hollow Warpick;Hammer;75.6;22.4;0;0;24;214.7;0;0;0;0
;Pickaxe;Great Hammer;82.6;0;0;0;0;280;0;0;0;0
;Heavy Pickaxe;Great Hammer;112.1;0;0;0;0;259;0;0;0;0
;Sharp Pickaxe;Great Hammer;12.1;98.4;0;0;0;259;0;0;0;0
;Refined Pickaxe;Great Hammer;58.75;58.75;0;0;0;259;0;0;0;0
;Simple Pickaxe;Great Hammer;76.7;0;82.6;0;0;125;143.75;0;0;0
;Crystal Pickaxe;Great Hammer;59;0;97.35;0;0;118.75;162.5;0;0;0
;Fire Pickaxe;Great Hammer;0;0;0;0;0;206.25;0;206.25;0;0
;Chaos Pickaxe;Great Hammer;70.8;0;64.9;64.9;0;125;0;162.5;0;0
;Lightning Pickaxe;Great Hammer;59;0;0;97.35;0;118.75;0;0;162.5;0
;Deep Pickaxe;Great Hammer;0;0;0;0;0;206.25;0;0;0;206.25
;Dark Pickaxe;Great Hammer;70.8;0;64.9;64.9;0;125;0;0;0;162.5
;Poison Pickaxe;Great Hammer;82.6;0;0;0;0;217;0;0;0;0
;Blood Pickaxe;Great Hammer;82.6;0;0;0;0;217;0;0;0;0
;Raw Pickaxe;Great Hammer;0;0;0;0;0;350;0;0;0;0
;Blessed Pickaxe;Great Hammer;64.9;0;0;76.7;0;162.5;0;0;0;0
;Hollow Pickaxe;Great Hammer;82.6;0;0;0;18;266;0;0;0;0
;Dragon Tooth;Great Hammer;88.2;0;0;0;0;342;0;0;0;0
;Smough's Great Hammer;Great Hammer;86.8;0;0;0;0;358;0;0;0;0
